Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
4437500 355000.000000 0.035122 -0.076105 0.034321 0.020626 0.037566 0.015286
4500000 360000.000000 0.039852 -0.078188 0.034461 0.020882 0.037830 0.015408
4562500 365000.000000 0.040047 -0.079847 0.025161 0.021174 0.028898 0.015602
4625000 370000.000000 0.044800 -0.081499 0.024866 0.021522 0.028895 0.015845
4687500 375000.000000 0.049725 -0.083690 0.020179 0.021907 0.024438 0.016112
4750000 380000.000000 0.038648 -0.085349 0.032262 0.022100 0.035353 0.016217
4812500 385000.000000 0.031365 -0.086322 0.036228 0.022367 0.038830 0.016417
4875000 390000.000000 0.031992 -0.087254 0.029996 0.022562 0.033111 0.016543
4937500 395000.000000 0.037979 -0.088543 0.025381 0.022819 0.029148 0.016709
5000000 400000.000000 0.049076 -0.090225 0.022601 0.023154 0.027153 0.016936
