Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
2750000 220000.000000 -0.083178 -0.060171 0.135493 0.011125 0.119424 0.005946
2812500 225000.000000 -0.083533 -0.060153 0.119005 0.011262 0.105285 0.006023
2875000 230000.000000 -0.076320 -0.060133 0.102853 0.011314 0.092502 0.006032
2937500 235000.000000 -0.073558 -0.060171 0.094101 0.011415 0.085256 0.006083
3000000 240000.000000 -0.073118 -0.060235 0.091130 0.011546 0.082584 0.006163
3062500 245000.000000 -0.071801 -0.060276 0.094374 0.011635 0.085645 0.006206
3125000 250000.000000 -0.067663 -0.060319 0.086601 0.011721 0.079459 0.006251
3187500 255000.000000 -0.070873 -0.060404 0.084857 0.011864 0.077716 0.006344
3250000 260000.000000 -0.070568 -0.060485 0.091542 0.012015 0.083371 0.006441
3312500 265000.000000 -0.069824 -0.060499 0.095919 0.012056 0.087244 0.006446
3375000 270000.000000 -0.070786 -0.060516 0.090257 0.012115 0.082213 0.006465
3437500 275000.000000 -0.071296 -0.060554 0.103869 0.012207 0.094134 0.006508
3500000 280000.000000 -0.074932 -0.060554 0.093722 0.012289 0.085112 0.006544
3562500 285000.000000 -0.075397 -0.060562 0.093629 0.012351 0.085117 0.006564
3625000 290000.000000 -0.072945 -0.060591 0.087951 0.012461 0.080325 0.006629
3687500 295000.000000 -0.075686 -0.060597 0.089510 0.012589 0.081587 0.006706
3750000 300000.000000 -0.076931 -0.060548 0.096144 0.012632 0.087009 0.006715
3812500 305000.000000 -0.075346 -0.060604 0.113447 0.012641 0.102084 0.006684
3875000 310000.000000 -0.082041 -0.060623 0.108474 0.012793 0.096794 0.006776
3937500 315000.000000 -0.086840 -0.060613 0.101979 0.012852 0.090485 0.006796
4000000 320000.000000 -0.093276 -0.060582 0.094374 0.012957 0.083375 0.006856
4062500 325000.000000 -0.094474 -0.060575 0.100548 0.013062 0.088629 0.006908
4125000 330000.000000 -0.091030 -0.060636 0.100400 0.013111 0.088946 0.006911
4187500 335000.000000 -0.092863 -0.060637 0.093805 0.013150 0.082852 0.006913
4250000 340000.000000 -0.094068 -0.060673 0.087883 0.013282 0.077663 0.006990
4312500 345000.000000 -0.099514 -0.060677 0.087751 0.013380 0.077266 0.007038
4375000 350000.000000 -0.106509 -0.060716 0.088001 0.013470 0.076519 0.007074
4437500 355000.000000 -0.112409 -0.060768 0.094921 0.013591 0.079993 0.007140
4500000 360000.000000 -0.143969 -0.060829 0.121344 0.013758 0.096936 0.007235
4562500 365000.000000 -0.155133 -0.060844 0.115161 0.013854 0.091252 0.007266
4625000 370000.000000 -0.177264 -0.060905 0.116601 0.013989 0.090225 0.007322
4687500 375000.000000 -0.185204 -0.060950 0.108025 0.014087 0.083017 0.007354
4750000 380000.000000 -0.192709 -0.060960 0.111384 0.014260 0.084900 0.007445
4812500 385000.000000 -0.207639 -0.061003 0.133438 0.014338 0.099763 0.007455
4875000 390000.000000 -0.215899 -0.061041 0.135414 0.014337 0.100465 0.007400
4937500 395000.000000 -0.218735 -0.061093 0.122826 0.014448 0.091104 0.007431
5000000 400000.000000 -0.216860 -0.061110 0.117462 0.014621 0.087399 0.007510
