Simulation from altruism.c performed at Mon Oct 17 14:40:32 2022

Output files are created with the same id as this file.
Predefined parameters:
Tmax = 5000001
DeltaTime = 0.080000
DeltaSpace = 0.100000
Initial population size = 335544
Number of positions = 1048576
Initial altruism level = 0.000000
Initial p = 1.000000
Death rate = 1.000000
Birth rate = 5.000000
Mutation probability production = 0.001000
Mean mutation size production = 0.005000
Mutation probability p = 0.005000
Mean mutation size p = 0.005000
Scale of altruism = 1
Scale of competition = 4
Scale of movement = 0.080000
B0 = 1.000000
BMAX = 5.000000
alpha = 1.000000
(1 - alpha)*kappa = 0.000000
kappa = 0.100000
K = 40
Number of fields (kernel) = 7
Timestep Time Population_size As Bs Mean_altruism_all Mean_altruism_A Mean_altruism_B Mean_p_all Mean_p_A Mean_p_B Mean_cost_all Mean_cost_A Mean_cost_B Mean_benefit_all Mean_benefit_A Mean_benefit_B Mean_production_all Mean_production_A Mean_production_B Covariance_p_altruism Mean_expressed_altruism
625000 50000.000000 391395 363925 27470 0.045015 0.044847 0.047243 0.929695 0.932634 0.890771 0.041699 0.044847 0.000000 2.403182 2.402775 2.408577 0.041700 0.041671 0.042083 -0.000150 0.041699
687500 55000.000000 391712 361731 29981 0.048306 0.048055 0.051335 0.923459 0.925697 0.896459 0.044377 0.048055 0.000000 2.468661 2.465045 2.512284 0.044367 0.044244 0.045854 -0.000242 0.044377
750000 60000.000000 391677 353153 38524 0.052481 0.051801 0.058712 0.901762 0.905161 0.870603 0.046706 0.051801 0.000000 2.492378 2.482620 2.581834 0.046735 0.046309 0.050646 -0.000590 0.046706
812500 65000.000000 392065 346662 45403 0.053600 0.052980 0.058333 0.883896 0.887226 0.858469 0.046844 0.052980 0.000000 2.503058 2.495248 2.562688 0.046844 0.046478 0.049638 -0.000532 0.046844
875000 70000.000000 393820 344392 49428 0.065827 0.065817 0.065898 0.874817 0.879068 0.845203 0.057556 0.065817 0.000000 2.706024 2.709288 2.683286 0.057598 0.057872 0.055686 0.000011 0.057556
937500 75000.000000 393827 350768 43059 0.057516 0.057612 0.056732 0.891390 0.896447 0.850189 0.051313 0.057612 0.000000 2.615004 2.622030 2.557768 0.051353 0.051736 0.048231 0.000084 0.051313
1000000 80000.000000 393117 360325 32792 0.054645 0.054713 0.053900 0.916429 0.919839 0.878970 0.050149 0.054713 0.000000 2.569395 2.575436 2.503010 0.050128 0.050359 0.047587 0.000050 0.050149
1062500 85000.000000 391517 360781 30736 0.047769 0.047783 0.047599 0.921712 0.924679 0.886891 0.044032 0.047783 0.000000 2.422671 2.426417 2.378702 0.044054 0.044194 0.042412 0.000025 0.044032
1125000 90000.000000 391935 361401 30534 0.050901 0.050647 0.053906 0.921910 0.924299 0.893638 0.046701 0.050647 0.000000 2.526869 2.525685 2.540883 0.046705 0.046591 0.048056 -0.000220 0.046701
1187500 95000.000000 390633 356519 34114 0.046195 0.045920 0.049074 0.913223 0.916205 0.882050 0.041910 0.045920 0.000000 2.366933 2.364204 2.395457 0.041921 0.041813 0.043047 -0.000266 0.041910
1250000 100000.000000 390955 350962 39993 0.048067 0.047726 0.051058 0.898049 0.902231 0.861347 0.042844 0.047726 0.000000 2.399909 2.397461 2.421390 0.042853 0.042747 0.043792 -0.000313 0.042844
1312500 105000.000000 391253 352349 38904 0.049204 0.049176 0.049455 0.901389 0.905769 0.861723 0.044286 0.049176 0.000000 2.409345 2.412158 2.383870 0.044331 0.044510 0.042705 -0.000021 0.044286
1375000 110000.000000 391587 354821 36766 0.048775 0.048357 0.052811 0.907089 0.910979 0.869547 0.043817 0.048357 0.000000 2.447734 2.445418 2.470080 0.043866 0.043682 0.045640 -0.000378 0.043817
1437500 115000.000000 392373 353864 38509 0.050525 0.050487 0.050880 0.902367 0.907120 0.858692 0.045532 0.050487 0.000000 2.486756 2.491920 2.439305 0.045562 0.045787 0.043495 -0.000030 0.045532
1500000 120000.000000 390879 353728 37151 0.047334 0.047200 0.048619 0.904214 0.910152 0.847678 0.042713 0.047200 0.000000 2.409149 2.416572 2.338469 0.042693 0.042864 0.041059 -0.000108 0.042713
1562500 125000.000000 390105 356981 33124 0.044624 0.044816 0.042560 0.915700 0.921032 0.858234 0.041010 0.044816 0.000000 2.356248 2.365123 2.260593 0.041038 0.041446 0.036635 0.000176 0.041010
1625000 130000.000000 392988 373762 19226 0.048639 0.048768 0.046145 0.950839 0.952998 0.908865 0.046382 0.048768 0.000000 2.517882 2.522661 2.424977 0.046376 0.046594 0.042145 0.000128 0.046382
1687500 135000.000000 391878 378278 13600 0.045631 0.045732 0.042838 0.965245 0.966393 0.933322 0.044145 0.045732 0.000000 2.489038 2.493396 2.367825 0.044144 0.044286 0.040209 0.000099 0.044145
1750000 140000.000000 390669 374275 16394 0.042946 0.042871 0.044649 0.958452 0.959868 0.926124 0.041072 0.042871 0.000000 2.377130 2.377064 2.378647 0.041092 0.041081 0.041341 -0.000070 0.041072
1812500 145000.000000 388872 369774 19098 0.040297 0.040041 0.045267 0.950934 0.952538 0.919871 0.038074 0.040041 0.000000 2.304189 2.299519 2.394600 0.038082 0.037910 0.041401 -0.000238 0.038074
1875000 150000.000000 389664 362937 26727 0.042272 0.042054 0.045229 0.931370 0.933259 0.905712 0.039170 0.042054 0.000000 2.302818 2.299100 2.353306 0.039150 0.039024 0.040860 -0.000221 0.039170
1937500 155000.000000 391639 361732 29907 0.050935 0.051065 0.049363 0.923774 0.926064 0.896075 0.047166 0.051065 0.000000 2.482989 2.489169 2.408235 0.047151 0.047381 0.044361 0.000098 0.047166
2000000 160000.000000 390675 360472 30203 0.046390 0.046174 0.048964 0.922423 0.925360 0.887377 0.042604 0.046174 0.000000 2.367323 2.366111 2.381793 0.042594 0.042537 0.043275 -0.000197 0.042604
2062500 165000.000000 391337 357386 33951 0.050932 0.050932 0.050936 0.913786 0.916902 0.880991 0.046513 0.050932 0.000000 2.483827 2.485853 2.462506 0.046537 0.046679 0.045041 -0.000005 0.046513
2125000 170000.000000 392983 361843 31140 0.057764 0.057506 0.060762 0.920696 0.923605 0.886897 0.052949 0.057506 0.000000 2.603836 2.601106 2.635559 0.052947 0.052870 0.053842 -0.000236 0.052949
2187500 175000.000000 393215 359578 33637 0.053328 0.053397 0.052597 0.914746 0.918264 0.877142 0.048829 0.053397 0.000000 2.561459 2.567157 2.500550 0.048848 0.049090 0.046259 0.000066 0.048829
2250000 180000.000000 393198 364298 28900 0.057558 0.057690 0.055891 0.926198 0.928974 0.891204 0.053450 0.057690 0.000000 2.640844 2.646787 2.565923 0.053441 0.053699 0.050190 0.000131 0.053450
2312500 185000.000000 392181 364937 27244 0.050563 0.050495 0.051475 0.930955 0.933329 0.899156 0.046987 0.050495 0.000000 2.482677 2.484279 2.461206 0.047001 0.047047 0.046387 -0.000071 0.046987
2375000 190000.000000 393072 366501 26571 0.054471 0.054325 0.056484 0.932633 0.935251 0.896525 0.050653 0.054325 0.000000 2.565871 2.565617 2.569381 0.050666 0.050669 0.050627 -0.000136 0.050653
2437500 195000.000000 393155 369078 24077 0.054060 0.054224 0.051542 0.938578 0.940991 0.901597 0.050904 0.054224 0.000000 2.578890 2.585595 2.476097 0.050876 0.051137 0.046883 0.000137 0.050904
2500000 200000.000000 394999 375708 19291 0.071118 0.071366 0.066291 0.951383 0.952627 0.927167 0.067880 0.071366 0.000000 2.838163 2.842579 2.752170 0.067909 0.068219 0.061880 0.000249 0.067880
2562500 205000.000000 395212 375990 19222 0.075016 0.075185 0.071709 0.951296 0.953066 0.916666 0.071529 0.075185 0.000000 2.871186 2.875105 2.794526 0.071522 0.071807 0.065958 0.000159 0.071529
2625000 210000.000000 396317 375333 20984 0.080002 0.079973 0.080508 0.947232 0.949210 0.911855 0.075739 0.079973 0.000000 2.987341 2.989037 2.956991 0.075749 0.075871 0.073559 -0.000031 0.075739
2687500 215000.000000 393622 370832 22790 0.062681 0.062580 0.064324 0.942662 0.944670 0.909990 0.058956 0.062580 0.000000 2.705456 2.706898 2.681995 0.059006 0.059028 0.058640 -0.000081 0.058956
2750000 220000.000000 393276 368364 24912 0.055210 0.055067 0.057326 0.936990 0.939324 0.902480 0.051578 0.055067 0.000000 2.579885 2.580668 2.568304 0.051605 0.051600 0.051675 -0.000126 0.051578
2812500 225000.000000 393770 364815 28955 0.064925 0.064758 0.067040 0.927373 0.930269 0.890895 0.059996 0.064758 0.000000 2.747154 2.749014 2.723724 0.060076 0.060098 0.059793 -0.000134 0.059996
2875000 230000.000000 394359 365559 28800 0.067863 0.067534 0.072050 0.927322 0.929837 0.895400 0.062602 0.067534 0.000000 2.824428 2.822466 2.849323 0.062617 0.062483 0.064317 -0.000315 0.062602
2937500 235000.000000 394318 361232 33086 0.059255 0.058826 0.063935 0.916823 0.920038 0.881727 0.053890 0.058826 0.000000 2.686600 2.682666 2.729551 0.053930 0.053725 0.056172 -0.000396 0.053890
3000000 240000.000000 393510 355120 38390 0.059088 0.058920 0.060649 0.901961 0.904647 0.877116 0.053171 0.058920 0.000000 2.622092 2.620921 2.632920 0.053147 0.053141 0.053204 -0.000148 0.053171
3062500 245000.000000 392109 353485 38624 0.056348 0.056164 0.058035 0.901526 0.904824 0.871343 0.050631 0.056164 0.000000 2.574747 2.573787 2.583525 0.050630 0.050648 0.050461 -0.000170 0.050631
3125000 250000.000000 394186 357525 36661 0.065039 0.065142 0.064043 0.907324 0.910749 0.873927 0.059083 0.065142 0.000000 2.717388 2.722857 2.664049 0.059106 0.059396 0.056272 0.000094 0.059083
3187500 255000.000000 393665 359851 33814 0.062351 0.062208 0.063869 0.913675 0.916496 0.883664 0.056865 0.062208 0.000000 2.683218 2.686226 2.651201 0.056825 0.056863 0.056428 -0.000143 0.056865
3250000 260000.000000 393102 355204 37898 0.058178 0.057781 0.061899 0.904052 0.907567 0.871107 0.052211 0.057781 0.000000 2.586402 2.584903 2.600452 0.052225 0.052065 0.053727 -0.000371 0.052211
3312500 265000.000000 394531 353240 41291 0.066994 0.066753 0.069061 0.895872 0.899594 0.864035 0.059766 0.066753 0.000000 2.735776 2.736021 2.733684 0.059814 0.059838 0.059601 -0.000205 0.059766
3375000 270000.000000 394057 353017 41040 0.069478 0.069486 0.069406 0.895895 0.898968 0.869464 0.062249 0.069486 0.000000 2.759787 2.764044 2.723167 0.062275 0.062480 0.060512 0.000030 0.062249
3437500 275000.000000 395760 359803 35957 0.081526 0.081369 0.083095 0.908591 0.910969 0.884800 0.073977 0.081369 0.000000 2.927713 2.928178 2.923060 0.073939 0.073972 0.073600 -0.000135 0.073977
3500000 280000.000000 395098 361874 33224 0.077397 0.077606 0.075121 0.915751 0.919045 0.879874 0.071080 0.077606 0.000000 2.878025 2.884263 2.810081 0.071071 0.071487 0.066537 0.000194 0.071080
3562500 285000.000000 395439 364876 30563 0.078154 0.078130 0.078443 0.921609 0.924403 0.888244 0.072091 0.078130 0.000000 2.902624 2.906864 2.852007 0.072023 0.072213 0.069753 -0.000004 0.072091
3625000 290000.000000 395229 365268 29961 0.078339 0.078154 0.080598 0.924643 0.927774 0.886481 0.072229 0.078154 0.000000 2.932917 2.933570 2.924952 0.072268 0.072354 0.071217 -0.000168 0.072229
3687500 295000.000000 395543 367847 27696 0.071653 0.071742 0.070479 0.930595 0.933173 0.896360 0.066718 0.071742 0.000000 2.861702 2.864713 2.821711 0.066743 0.067002 0.063312 0.000063 0.066718
3750000 300000.000000 394390 366140 28250 0.063947 0.064072 0.062323 0.928781 0.931591 0.892364 0.059482 0.064072 0.000000 2.757761 2.762186 2.700419 0.059508 0.059803 0.055689 0.000116 0.059482
3812500 305000.000000 393681 366960 26721 0.058796 0.058986 0.056187 0.932225 0.935658 0.885085 0.054982 0.058986 0.000000 2.652672 2.660985 2.538517 0.054990 0.055360 0.049896 0.000178 0.054982
3875000 310000.000000 394538 374557 19981 0.069804 0.070091 0.064414 0.949474 0.951983 0.902430 0.066541 0.070091 0.000000 2.817909 2.824286 2.698364 0.066547 0.066973 0.058575 0.000271 0.066541
3937500 315000.000000 394866 376347 18519 0.066737 0.066734 0.066792 0.953253 0.955217 0.913346 0.063604 0.066734 0.000000 2.811996 2.814303 2.765117 0.063612 0.063737 0.061058 -0.000005 0.063604
4000000 320000.000000 393670 373804 19866 0.062142 0.062054 0.063803 0.949588 0.951757 0.908772 0.058922 0.062054 0.000000 2.698163 2.697931 2.702528 0.058927 0.058975 0.058029 -0.000082 0.058922
4062500 325000.000000 394423 372559 21864 0.066361 0.066194 0.069196 0.944872 0.947211 0.905019 0.062525 0.066194 0.000000 2.790484 2.790966 2.782269 0.062545 0.062549 0.062477 -0.000157 0.062525
4125000 330000.000000 394398 370888 23510 0.067413 0.067320 0.068872 0.940413 0.942793 0.902874 0.063307 0.067320 0.000000 2.789598 2.790292 2.778641 0.063319 0.063377 0.062412 -0.000076 0.063307
4187500 335000.000000 395103 370465 24638 0.065457 0.065397 0.066355 0.937484 0.939608 0.905554 0.061319 0.065397 0.000000 2.779556 2.780112 2.771195 0.061303 0.061384 0.060093 -0.000061 0.061319
4250000 340000.000000 393059 368863 24196 0.058333 0.058330 0.058368 0.938791 0.941032 0.904638 0.054740 0.058330 0.000000 2.619015 2.620767 2.592296 0.054752 0.054877 0.052844 -0.000011 0.054740
4312500 345000.000000 394943 371738 23205 0.068433 0.068450 0.068171 0.940919 0.943163 0.904964 0.064428 0.068450 0.000000 2.850801 2.853185 2.812606 0.064414 0.064578 0.061784 0.000024 0.064428
4375000 350000.000000 393700 368296 25404 0.057436 0.057291 0.059526 0.935746 0.938355 0.897928 0.053595 0.057291 0.000000 2.641069 2.642534 2.619825 0.053614 0.053638 0.053261 -0.000132 0.053595
4437500 355000.000000 392248 367716 24532 0.052324 0.052153 0.054881 0.936694 0.939630 0.892686 0.048892 0.052153 0.000000 2.539310 2.538753 2.547654 0.048843 0.048848 0.048767 -0.000168 0.048892
4500000 360000.000000 393459 364270 29189 0.058321 0.058243 0.059297 0.925059 0.928752 0.878976 0.053922 0.058243 0.000000 2.641616 2.644649 2.603772 0.053882 0.054036 0.051958 -0.000069 0.053922
4562500 365000.000000 393232 361235 31997 0.060188 0.060020 0.062079 0.919069 0.923047 0.874166 0.055136 0.060020 0.000000 2.646017 2.648851 2.614018 0.055147 0.055222 0.054307 -0.000170 0.055136
4625000 370000.000000 392711 362389 30322 0.057878 0.057752 0.059384 0.922422 0.925622 0.884174 0.053293 0.057752 0.000000 2.604073 2.606685 2.572859 0.053262 0.053308 0.052711 -0.000126 0.053293
4687500 375000.000000 392633 361785 30848 0.054740 0.054524 0.057284 0.921811 0.924440 0.890977 0.050240 0.054524 0.000000 2.564362 2.563263 2.577248 0.050259 0.050194 0.051018 -0.000202 0.050240
4750000 380000.000000 393513 357010 36503 0.063592 0.062933 0.070045 0.907386 0.910691 0.875063 0.057095 0.062933 0.000000 2.673990 2.668841 2.724354 0.057090 0.056711 0.060792 -0.000613 0.057095
4812500 385000.000000 393862 346643 47219 0.060910 0.060345 0.065057 0.880375 0.885325 0.844032 0.053111 0.060345 0.000000 2.648109 2.644202 2.676795 0.053132 0.052960 0.054396 -0.000491 0.053111
4875000 390000.000000 394724 345580 49144 0.068749 0.068327 0.071719 0.875910 0.882249 0.831331 0.059820 0.068327 0.000000 2.749502 2.750682 2.741203 0.059864 0.059893 0.059661 -0.000354 0.059820
4937500 395000.000000 393125 342158 50967 0.063626 0.063218 0.066364 0.870801 0.876422 0.833060 0.055022 0.063218 0.000000 2.661023 2.660387 2.665288 0.055058 0.055025 0.055285 -0.000347 0.055022
5000000 400000.000000 393342 341925 51417 0.064918 0.064165 0.069920 0.870439 0.877228 0.825286 0.055778 0.064165 0.000000 2.659450 2.658216 2.667651 0.055870 0.055724 0.056847 -0.000636 0.055778
