Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
2125000 170000.000000 -0.063344 -0.180356 0.066197 0.021555 0.054551 0.010429
2187500 175000.000000 -0.100761 -0.180390 0.084945 0.021879 0.064264 0.010467
2250000 180000.000000 -0.115367 -0.180487 0.070869 0.022283 0.053485 0.010566
2312500 185000.000000 -0.129055 -0.180547 0.060492 0.022646 0.045706 0.010650
2375000 190000.000000 -0.137813 -0.180595 0.073643 0.023073 0.054577 0.010771
2437500 195000.000000 -0.138466 -0.180603 0.068960 0.023549 0.051706 0.010911
2500000 200000.000000 -0.133723 -0.180664 0.066076 0.023991 0.050012 0.011039
2562500 205000.000000 -0.140139 -0.180710 0.062916 0.024490 0.046715 0.011197
2625000 210000.000000 -0.153270 -0.180783 0.068912 0.024936 0.050044 0.011304
2687500 215000.000000 -0.146512 -0.180797 0.068722 0.025326 0.050906 0.011384
2750000 220000.000000 -0.144059 -0.180703 0.070816 0.025750 0.052896 0.011483
2812500 225000.000000 -0.147939 -0.180566 0.069998 0.026244 0.050432 0.011638
2875000 230000.000000 -0.183243 -0.180479 0.072484 0.026761 0.046829 0.011729
2937500 235000.000000 -0.246950 -0.180530 0.104248 0.027444 0.057331 0.011848
3000000 240000.000000 -0.284258 -0.180539 0.099304 0.028249 0.053088 0.011911
3062500 245000.000000 -0.288598 -0.180421 0.084038 0.029116 0.046714 0.012027
3125000 250000.000000 -0.283451 -0.180428 0.078487 0.029871 0.045140 0.012117
3187500 255000.000000 -0.247145 -0.180427 0.079058 0.030601 0.049773 0.012221
3250000 260000.000000 -0.206127 -0.180392 0.057809 0.031405 0.041459 0.012434
3312500 265000.000000 -0.159598 -0.180424 0.052500 0.031940 0.042838 0.012557
3375000 270000.000000 -0.132939 -0.180316 0.058898 0.032370 0.049096 0.012675
3437500 275000.000000 -0.143476 -0.180376 0.050605 0.032797 0.042867 0.012779
3500000 280000.000000 -0.111750 -0.180347 0.048649 0.033263 0.044961 0.012944
3562500 285000.000000 -0.077386 -0.180378 0.048115 0.033636 0.048095 0.013045
3625000 290000.000000 -0.034995 -0.180372 0.040690 0.033918 0.045543 0.013121
3687500 295000.000000 -0.014630 -0.180353 0.034292 0.034207 0.041313 0.013233
3750000 300000.000000 -0.021507 -0.180485 0.041907 0.034495 0.046932 0.013337
3812500 305000.000000 -0.030895 -0.180543 0.038490 0.034788 0.043884 0.013451
3875000 310000.000000 -0.017701 -0.180865 0.034778 0.035084 0.041919 0.013554
3937500 315000.000000 -0.011794 -0.181119 0.022406 0.035458 0.032696 0.013738
4000000 320000.000000 0.008610 -0.181546 0.025480 0.035815 0.036702 0.013908
4062500 325000.000000 0.024786 -0.182720 0.028917 0.036227 0.040419 0.014104
4125000 330000.000000 0.024827 -0.183666 0.024862 0.036509 0.036527 0.014203
4187500 335000.000000 0.035007 -0.184537 0.017351 0.036925 0.031635 0.014442
4250000 340000.000000 0.073160 -0.186300 0.018654 0.037412 0.034999 0.014696
4312500 345000.000000 0.089535 -0.189206 0.016923 0.037949 0.034565 0.014967
4375000 350000.000000 0.122287 -0.192926 0.022819 0.038401 0.042018 0.015104
4437500 355000.000000 0.133386 -0.197083 0.024116 0.038841 0.043561 0.015227
4500000 360000.000000 0.132052 -0.201544 0.025688 0.039363 0.045037 0.015401
4562500 365000.000000 0.141388 -0.206462 0.010656 0.039889 0.031938 0.015531
4625000 370000.000000 0.162531 -0.213461 0.010942 0.040592 0.033141 0.015810
4687500 375000.000000 0.179455 -0.221609 0.009016 0.041271 0.032221 0.016022
4750000 380000.000000 0.183433 -0.228673 0.011173 0.041834 0.034438 0.016149
4812500 385000.000000 0.178291 -0.235516 0.007997 0.042393 0.031003 0.016329
4875000 390000.000000 0.175279 -0.239791 0.016768 0.042781 0.039224 0.016424
4937500 395000.000000 0.177727 -0.244121 0.014604 0.043157 0.037321 0.016483
5000000 400000.000000 0.187362 -0.249016 0.014976 0.043610 0.038211 0.016585
