Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
2250000 180000.000000 -0.073302 -0.066008 0.168338 0.011522 0.144030 0.003578
2312500 185000.000000 -0.105146 -0.066599 0.210082 0.011724 0.169124 0.003621
2375000 190000.000000 -0.130672 -0.067127 0.238188 0.011929 0.183826 0.003638
2437500 195000.000000 -0.146596 -0.067529 0.251548 0.012118 0.189510 0.003631
2500000 200000.000000 -0.155907 -0.068023 0.256535 0.012370 0.191130 0.003647
2562500 205000.000000 -0.179344 -0.068342 0.283768 0.012578 0.204960 0.003658
2625000 210000.000000 -0.189691 -0.068597 0.280681 0.012743 0.200393 0.003633
2687500 215000.000000 -0.219787 -0.068780 0.319731 0.012989 0.221660 0.003663
2750000 220000.000000 -0.233773 -0.068862 0.329803 0.013167 0.224985 0.003642
2812500 225000.000000 -0.241868 -0.069012 0.335198 0.013354 0.225989 0.003624
2875000 230000.000000 -0.249869 -0.069089 0.334118 0.013546 0.223835 0.003604
2937500 235000.000000 -0.254414 -0.069220 0.329257 0.013828 0.219403 0.003626
3000000 240000.000000 -0.258036 -0.069391 0.324227 0.014096 0.214843 0.003623
3062500 245000.000000 -0.265198 -0.069491 0.324103 0.014425 0.213226 0.003687
3125000 250000.000000 -0.271533 -0.069577 0.319644 0.014689 0.207534 0.003702
3187500 255000.000000 -0.287118 -0.069591 0.332032 0.014954 0.211333 0.003724
3250000 260000.000000 -0.289545 -0.069640 0.328370 0.015209 0.208073 0.003716
3312500 265000.000000 -0.293384 -0.069704 0.320239 0.015597 0.202215 0.003786
3375000 270000.000000 -0.297032 -0.069722 0.315556 0.015865 0.198254 0.003789
3437500 275000.000000 -0.300847 -0.069712 0.313812 0.016117 0.195537 0.003807
3500000 280000.000000 -0.312144 -0.069720 0.316647 0.016377 0.193458 0.003821
3562500 285000.000000 -0.320501 -0.069756 0.322668 0.016651 0.194667 0.003822
3625000 290000.000000 -0.323978 -0.069717 0.315805 0.017006 0.189734 0.003876
3687500 295000.000000 -0.331456 -0.069704 0.316367 0.017327 0.188347 0.003911
3750000 300000.000000 -0.342454 -0.069678 0.340146 0.017652 0.198821 0.003947
3812500 305000.000000 -0.359343 -0.069678 0.366732 0.018043 0.208785 0.003982
3875000 310000.000000 -0.370437 -0.069699 0.382892 0.018413 0.213639 0.003993
3937500 315000.000000 -0.373580 -0.069686 0.387486 0.018783 0.214139 0.004003
4000000 320000.000000 -0.383842 -0.069665 0.403376 0.019223 0.217160 0.004038
4062500 325000.000000 -0.387366 -0.069659 0.395273 0.019692 0.211583 0.004097
4125000 330000.000000 -0.389579 -0.069650 0.389481 0.020186 0.207225 0.004159
4187500 335000.000000 -0.393708 -0.069661 0.386314 0.020752 0.204407 0.004234
4250000 340000.000000 -0.397319 -0.069665 0.376409 0.021196 0.197116 0.004249
4312500 345000.000000 -0.410498 -0.069682 0.382393 0.021820 0.196701 0.004333
4375000 350000.000000 -0.415966 -0.069677 0.384281 0.022339 0.195973 0.004375
4437500 355000.000000 -0.419141 -0.069614 0.375138 0.022818 0.191714 0.004415
4500000 360000.000000 -0.421514 -0.069602 0.381929 0.023211 0.193306 0.004365
4562500 365000.000000 -0.427248 -0.069594 0.382816 0.023654 0.190560 0.004353
4625000 370000.000000 -0.435240 -0.069604 0.387151 0.024203 0.188641 0.004370
4687500 375000.000000 -0.441411 -0.069620 0.396087 0.024738 0.188104 0.004357
4750000 380000.000000 -0.453406 -0.069609 0.423025 0.025321 0.195924 0.004363
4812500 385000.000000 -0.462246 -0.069626 0.440007 0.026009 0.200255 0.004373
4875000 390000.000000 -0.476520 -0.069658 0.471739 0.026862 0.206841 0.004394
4937500 395000.000000 -0.480652 -0.069675 0.467863 0.027620 0.201948 0.004369
5000000 400000.000000 -0.493818 -0.069668 0.501185 0.028382 0.207451 0.004318
