Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
3187500 255000.000000 -0.187650 -0.043125 0.260062 0.010783 0.199404 0.004308
3250000 260000.000000 -0.193979 -0.043217 0.256947 0.011034 0.195281 0.004395
3312500 265000.000000 -0.199330 -0.043236 0.254710 0.011229 0.191621 0.004455
3375000 270000.000000 -0.209036 -0.043267 0.259450 0.011402 0.192570 0.004487
3437500 275000.000000 -0.215072 -0.043325 0.261382 0.011618 0.192521 0.004547
3500000 280000.000000 -0.218607 -0.043359 0.258884 0.011740 0.189422 0.004532
3562500 285000.000000 -0.222270 -0.043362 0.257476 0.011894 0.187218 0.004542
3625000 290000.000000 -0.230890 -0.043402 0.260566 0.012034 0.186699 0.004525
3687500 295000.000000 -0.238873 -0.043410 0.263718 0.012154 0.186594 0.004512
3750000 300000.000000 -0.245521 -0.043420 0.257047 0.012275 0.179491 0.004490
3812500 305000.000000 -0.249701 -0.043494 0.254778 0.012450 0.176369 0.004486
3875000 310000.000000 -0.253021 -0.043517 0.249859 0.012677 0.171626 0.004526
3937500 315000.000000 -0.257582 -0.043527 0.253038 0.012850 0.172651 0.004535
4000000 320000.000000 -0.262552 -0.043528 0.251060 0.013054 0.169413 0.004575
4062500 325000.000000 -0.269256 -0.043607 0.251597 0.013285 0.168251 0.004598
4125000 330000.000000 -0.278323 -0.043628 0.252912 0.013432 0.165965 0.004573
4187500 335000.000000 -0.290970 -0.043643 0.255862 0.013592 0.164299 0.004557
4250000 340000.000000 -0.301415 -0.043701 0.256664 0.013827 0.162127 0.004590
4312500 345000.000000 -0.308581 -0.043764 0.257271 0.013975 0.160791 0.004554
4375000 350000.000000 -0.312836 -0.043829 0.259012 0.014243 0.159787 0.004584
4437500 355000.000000 -0.320527 -0.043890 0.261324 0.014482 0.158982 0.004588
4500000 360000.000000 -0.328958 -0.043900 0.265733 0.014741 0.159060 0.004604
4562500 365000.000000 -0.330034 -0.043931 0.264882 0.015054 0.157535 0.004631
4625000 370000.000000 -0.334031 -0.043971 0.265400 0.015309 0.156159 0.004611
4687500 375000.000000 -0.347514 -0.043962 0.274527 0.015466 0.157719 0.004570
4750000 380000.000000 -0.354718 -0.043952 0.285056 0.015716 0.162959 0.004557
4812500 385000.000000 -0.367450 -0.043955 0.297831 0.015950 0.165506 0.004524
4875000 390000.000000 -0.372844 -0.043965 0.303684 0.016259 0.166727 0.004500
4937500 395000.000000 -0.379317 -0.043942 0.307470 0.016626 0.166489 0.004531
5000000 400000.000000 -0.385424 -0.043921 0.307407 0.017059 0.164796 0.004572
