Simulation from altruism.c performed at Mon Oct 17 14:41:21 2022

Output files are created with the same id as this file.
Predefined parameters:
Tmax = 5000001
DeltaTime = 0.080000
DeltaSpace = 0.100000
Initial population size = 335544
Number of positions = 1048576
Initial altruism level = 0.000000
Initial p = 1.000000
Death rate = 1.000000
Birth rate = 5.000000
Mutation probability production = 0.001000
Mean mutation size production = 0.005000
Mutation probability p = 0.005000
Mean mutation size p = 0.005000
Scale of altruism = 1
Scale of competition = 4
Scale of movement = 0.080000
B0 = 1.000000
BMAX = 5.000000
alpha = 0.500000
(1 - alpha)*kappa = 0.050000
kappa = 0.100000
K = 40
Number of fields (kernel) = 7
Timestep Time Population_size As Bs Mean_altruism_all Mean_altruism_A Mean_altruism_B Mean_p_all Mean_p_A Mean_p_B Mean_cost_all Mean_cost_A Mean_cost_B Mean_benefit_all Mean_benefit_A Mean_benefit_B Mean_production_all Mean_production_A Mean_production_B Covariance_p_altruism Mean_expressed_altruism
4000000 320000.000000 398378 122063 276315 3027372.397523 0.370710 4364723.289471 0.305011 0.360564 0.280471 0.067814 0.221327 0.000000 3.304817 3.261075 3.324141 0.113247 0.106436 0.116256 -923383.098536 0.113585
4062500 325000.000000 397854 113634 284220 1267752.799961 0.383879 1774612.901464 0.285328 0.339528 0.263658 0.065142 0.228073 0.000000 3.268520 3.207505 3.292914 0.109860 0.101877 0.113051 -361724.672529 0.109642
4125000 330000.000000 398252 103464 294788 1276016.202047 0.425820 1723869.222766 0.261337 0.310540 0.244067 0.065034 0.250329 0.000000 3.296572 3.265643 3.307427 0.111231 0.105797 0.113138 -333469.638528 0.110626
4187500 335000.000000 397835 94958 302877 8347283.630707 0.463691 10964323.930808 0.238724 0.299612 0.219635 0.064287 0.269337 0.000000 3.278975 3.221484 3.297000 0.112376 0.103483 0.115164 -1992700.855084 0.110677
4250000 340000.000000 398425 92049 306376 22747074.496820 0.476415 29581308.955474 0.230662 0.289781 0.212900 0.063891 0.276545 0.000000 3.283422 3.265162 3.288909 0.112034 0.108126 0.113208 -5246882.530138 0.110067
4312500 345000.000000 398730 91989 306741 9317847.904376 0.473555 12112190.582119 0.230455 0.285687 0.213891 0.063590 0.275632 0.000000 3.287210 3.294979 3.284880 0.109618 0.110478 0.109360 -2147344.687589 0.109251
4375000 350000.000000 398454 93121 305333 9209062.102398 0.464715 12017658.057511 0.233227 0.285323 0.217338 0.063417 0.271353 0.000000 3.284439 3.307390 3.277439 0.109395 0.111016 0.108901 -2147797.590462 0.108607
4437500 355000.000000 398407 95911 302496 4961867.459527 0.461175 6535103.554148 0.239783 0.297512 0.221480 0.064931 0.269720 0.000000 3.302803 3.336949 3.291977 0.111020 0.114051 0.110058 -1189773.320105 0.111022
4500000 360000.000000 398124 94081 304043 706424.732976 0.431561 925015.868773 0.236194 0.299841 0.216499 0.060023 0.254002 0.000000 3.216968 3.251984 3.206133 0.102057 0.105469 0.101001 -166852.877236 0.101983
4562500 365000.000000 397687 94137 303550 7946548.113867 0.419580 10410933.422044 0.237151 0.305816 0.215856 0.058663 0.247825 0.000000 3.211774 3.254587 3.198497 0.100734 0.103442 0.099894 -1884528.292076 0.099319
4625000 370000.000000 398531 93175 305356 34504.495652 0.436777 45032.913910 0.233422 0.308998 0.210361 0.059896 0.256188 0.000000 3.237024 3.249063 3.233351 0.101978 0.102014 0.101967 -8053.995194 0.102117
4687500 375000.000000 397229 91632 305597 6131960.669777 0.411863 7970603.661539 0.231221 0.306955 0.208513 0.056004 0.242778 0.000000 3.151375 3.149324 3.151990 0.096248 0.093547 0.097058 -1417838.828883 0.095008
4750000 380000.000000 397869 90609 307260 10750002.552332 0.401283 13920109.123003 0.228643 0.298526 0.208035 0.054098 0.237548 0.000000 3.130139 3.132392 3.129475 0.093483 0.090761 0.094285 -2457909.914579 0.091386
4812500 385000.000000 397462 88787 308675 19152397.382885 0.393506 24661375.665859 0.222582 0.298115 0.200856 0.052056 0.233033 0.000000 3.086460 3.082789 3.087516 0.089836 0.086329 0.090845 -4262985.832354 0.087903
4875000 390000.000000 397667 86916 310751 5705259.901007 0.432897 7301001.610383 0.218662 0.288076 0.199248 0.055435 0.253632 0.000000 3.135259 3.136087 3.135027 0.094015 0.092544 0.094426 -1247526.199830 0.094616
4937500 395000.000000 397521 87225 310296 9636803.080304 0.424069 12345732.978498 0.218974 0.282525 0.201110 0.054714 0.249355 0.000000 3.164101 3.136455 3.171873 0.092920 0.090031 0.093731 -2110212.666610 0.093050
5000000 400000.000000 397143 83506 313637 5043199.742324 0.426443 6385953.952037 0.209954 0.272824 0.193215 0.052705 0.250660 0.000000 3.117347 3.134310 3.112831 0.090429 0.090405 0.090435 -1058839.338743 0.089667
