Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
2000000 160000.000000 -0.102113 -0.187466 0.052920 0.021472 0.042247 0.010379
2062500 165000.000000 -0.091652 -0.187506 0.054076 0.021884 0.043099 0.010525
2125000 170000.000000 -0.111363 -0.187784 0.052781 0.022167 0.040680 0.010558
2187500 175000.000000 -0.131955 -0.187738 0.044480 0.022626 0.034147 0.010736
2250000 180000.000000 -0.151108 -0.187702 0.047493 0.023165 0.034578 0.010949
2312500 185000.000000 -0.181737 -0.187809 0.044956 0.023844 0.031305 0.011227
2375000 190000.000000 -0.184690 -0.187725 0.047885 0.024502 0.033582 0.011497
2437500 195000.000000 -0.193473 -0.187703 0.046046 0.025070 0.031876 0.011694
2500000 200000.000000 -0.171229 -0.187786 0.050885 0.025726 0.036735 0.011953
2562500 205000.000000 -0.162093 -0.187867 0.040590 0.026441 0.030845 0.012251
2625000 210000.000000 -0.153811 -0.187814 0.037573 0.027091 0.029521 0.012535
2687500 215000.000000 -0.130580 -0.187791 0.035193 0.027738 0.030161 0.012827
2750000 220000.000000 -0.107674 -0.187807 0.031515 0.028297 0.028862 0.013085
2812500 225000.000000 -0.083651 -0.187777 0.026257 0.028864 0.026512 0.013384
2875000 230000.000000 -0.065715 -0.187840 0.036083 0.029343 0.035333 0.013623
2937500 235000.000000 -0.045388 -0.187960 0.028067 0.029649 0.030602 0.013741
3000000 240000.000000 -0.045974 -0.187931 0.033253 0.030093 0.033707 0.013986
3062500 245000.000000 -0.081309 -0.187968 0.050446 0.030437 0.043997 0.014119
3125000 250000.000000 -0.093745 -0.187906 0.056866 0.030840 0.047816 0.014259
3187500 255000.000000 -0.109945 -0.187824 0.052925 0.031237 0.043793 0.014389
3250000 260000.000000 -0.117824 -0.187932 0.049849 0.031688 0.041499 0.014543
3312500 265000.000000 -0.112896 -0.187963 0.064238 0.032065 0.052553 0.014640
3375000 270000.000000 -0.098567 -0.188030 0.069881 0.032513 0.058035 0.014764
3437500 275000.000000 -0.094314 -0.188007 0.059274 0.032815 0.050858 0.014808
3500000 280000.000000 -0.113384 -0.187986 0.080112 0.033139 0.062909 0.014854
3562500 285000.000000 -0.115385 -0.188062 0.061365 0.033543 0.050041 0.014937
3625000 290000.000000 -0.133310 -0.188048 0.075714 0.033971 0.058207 0.015034
3687500 295000.000000 -0.142282 -0.188002 0.079919 0.034378 0.060977 0.015082
3750000 300000.000000 -0.143885 -0.187877 0.077980 0.034776 0.059543 0.015130
3812500 305000.000000 -0.128675 -0.187886 0.071662 0.035207 0.056659 0.015199
3875000 310000.000000 -0.132116 -0.187841 0.069788 0.035703 0.054011 0.015323
3937500 315000.000000 -0.125990 -0.187826 0.079215 0.036074 0.061530 0.015352
4000000 320000.000000 -0.108351 -0.187813 0.078168 0.036491 0.063184 0.015404
4062500 325000.000000 -0.118952 -0.187714 0.070456 0.036961 0.056491 0.015518
4125000 330000.000000 -0.099928 -0.187843 0.061506 0.037445 0.053042 0.015612
4187500 335000.000000 -0.087912 -0.188067 0.051152 0.037945 0.047034 0.015759
4250000 340000.000000 -0.066606 -0.188258 0.053505 0.038318 0.051382 0.015838
4312500 345000.000000 -0.051847 -0.188352 0.065046 0.038696 0.060735 0.015920
4375000 350000.000000 -0.065277 -0.188746 0.056697 0.039094 0.052959 0.016002
4437500 355000.000000 -0.078607 -0.189069 0.047429 0.039623 0.044873 0.016206
4500000 360000.000000 -0.087881 -0.189260 0.045727 0.040135 0.044044 0.016389
4562500 365000.000000 -0.092374 -0.189298 0.043430 0.040489 0.042131 0.016468
4625000 370000.000000 -0.065923 -0.189460 0.027674 0.040865 0.033990 0.016572
4687500 375000.000000 0.014681 -0.190858 0.027065 0.041274 0.040244 0.016671
4750000 380000.000000 0.071152 -0.194336 0.024105 0.041876 0.041242 0.016857
4812500 385000.000000 0.118940 -0.199786 0.027474 0.042513 0.047410 0.016997
4875000 390000.000000 0.134171 -0.205011 0.020732 0.043035 0.042160 0.017057
4937500 395000.000000 0.137719 -0.210050 0.017948 0.043552 0.039518 0.017212
5000000 400000.000000 0.143344 -0.215796 0.011046 0.044114 0.033928 0.017361
