Simulation from altruism.c performed at Mon Oct 17 14:34:40 2022

Output files are created with the same id as this file.
Predefined parameters:
Tmax = 5000001
DeltaTime = 0.080000
DeltaSpace = 0.100000
Initial population size = 335544
Number of positions = 1048576
Initial altruism level = 0.000000
Initial p = 1.000000
Death rate = 1.000000
Birth rate = 5.000000
Mutation probability production = 0.001000
Mean mutation size production = 0.005000
Mutation probability p = 0.005000
Mean mutation size p = 0.005000
Scale of altruism = 1
Scale of competition = 4
Scale of movement = 0.080000
B0 = 1.000000
BMAX = 5.000000
alpha = 1.000000
(1 - alpha)*kappa = 0.000000
kappa = 0.100000
K = 40
Number of fields (kernel) = 7
Timestep Time Population_size As Bs Mean_altruism_all Mean_altruism_A Mean_altruism_B Mean_p_all Mean_p_A Mean_p_B Mean_cost_all Mean_cost_A Mean_cost_B Mean_benefit_all Mean_benefit_A Mean_benefit_B Mean_production_all Mean_production_A Mean_production_B Covariance_p_altruism Mean_expressed_altruism
2375000 190000.000000 391920 245981 145939 0.072380 0.071845 0.073282 0.627502 0.633317 0.617701 0.045092 0.071845 0.000000 2.503911 2.507190 2.498384 0.045069 0.045109 0.045003 -0.000349 0.045092
2437500 195000.000000 391287 242458 148829 0.071133 0.070440 0.072262 0.618812 0.623789 0.610704 0.043648 0.070440 0.000000 2.469885 2.467120 2.474390 0.043581 0.043483 0.043740 -0.000437 0.043648
2500000 200000.000000 392975 251843 141132 0.076613 0.076012 0.077685 0.641011 0.648709 0.627275 0.048714 0.076012 0.000000 2.543551 2.549689 2.532598 0.048689 0.048907 0.048299 -0.000421 0.048714
2562500 205000.000000 390960 253754 137206 0.067041 0.066349 0.068321 0.649899 0.659762 0.631656 0.043064 0.066349 0.000000 2.405759 2.411148 2.395794 0.043091 0.043343 0.042624 -0.000479 0.043064
2625000 210000.000000 390379 257353 133026 0.064693 0.063923 0.066183 0.658357 0.668167 0.639376 0.042141 0.063923 0.000000 2.392828 2.394943 2.388737 0.042077 0.042246 0.041751 -0.000514 0.042141
2687500 215000.000000 391197 266947 124250 0.062925 0.063031 0.062697 0.681554 0.689783 0.663875 0.043012 0.063031 0.000000 2.416158 2.434618 2.376497 0.042978 0.043565 0.041716 0.000091 0.043012
2750000 220000.000000 391110 275826 115284 0.059832 0.059591 0.060407 0.704560 0.710384 0.690628 0.042026 0.059591 0.000000 2.411018 2.415306 2.400758 0.041964 0.042142 0.041538 -0.000191 0.042026
2812500 225000.000000 390519 284120 106399 0.055124 0.054763 0.056089 0.728737 0.736828 0.707132 0.039842 0.054763 0.000000 2.349400 2.355039 2.334343 0.039908 0.040115 0.039353 -0.000263 0.039842
2875000 230000.000000 392388 292660 99728 0.065448 0.065622 0.064938 0.746441 0.752426 0.728879 0.048944 0.065622 0.000000 2.557509 2.570329 2.519889 0.048972 0.049441 0.047598 0.000119 0.048944
2937500 235000.000000 391143 299874 91269 0.057705 0.057836 0.057272 0.766565 0.771224 0.751254 0.044341 0.057836 0.000000 2.452272 2.459685 2.427916 0.044330 0.044674 0.043200 0.000096 0.044341
3000000 240000.000000 391871 300063 91808 0.063338 0.062233 0.066950 0.766121 0.771947 0.747077 0.047653 0.062233 0.000000 2.513282 2.503260 2.546038 0.047686 0.047207 0.049250 -0.000839 0.047653
3062500 245000.000000 393841 287865 105976 0.080953 0.079555 0.084749 0.730667 0.737044 0.713346 0.058148 0.079555 0.000000 2.689949 2.679511 2.718303 0.058162 0.057572 0.059763 -0.000988 0.058148
3125000 250000.000000 394523 283729 110794 0.087740 0.086476 0.090979 0.718329 0.724960 0.701348 0.062191 0.086476 0.000000 2.769879 2.766781 2.777811 0.062101 0.061704 0.063119 -0.000925 0.062191
3187500 255000.000000 394396 277186 117210 0.084130 0.082812 0.087248 0.702226 0.709146 0.685863 0.058201 0.082812 0.000000 2.738902 2.731557 2.756272 0.058157 0.057750 0.059120 -0.000921 0.058201
3250000 260000.000000 393669 273488 120181 0.081512 0.080748 0.083250 0.694305 0.703074 0.674351 0.056097 0.080748 0.000000 2.658985 2.657815 2.661649 0.056031 0.056157 0.055743 -0.000564 0.056097
3312500 265000.000000 394841 276438 118403 0.096322 0.096230 0.096537 0.699228 0.707196 0.680626 0.067373 0.096230 0.000000 2.833943 2.845096 2.807902 0.067216 0.067765 0.065934 -0.000135 0.067373
3375000 270000.000000 395913 282837 113076 0.102442 0.102178 0.103102 0.713462 0.718581 0.700659 0.072995 0.102178 0.000000 2.937761 2.942181 2.926704 0.072839 0.073083 0.072226 -0.000250 0.072995
3437500 275000.000000 395015 283697 111318 0.092085 0.091588 0.093353 0.717704 0.723078 0.704009 0.065778 0.091588 0.000000 2.844718 2.848602 2.834820 0.065666 0.065736 0.065487 -0.000424 0.065778
3500000 280000.000000 396353 277005 119348 0.113284 0.111295 0.117902 0.698641 0.704751 0.684461 0.077782 0.111295 0.000000 2.999287 2.991328 3.017761 0.077787 0.077040 0.079521 -0.001358 0.077782
3562500 285000.000000 394718 275196 119522 0.094881 0.093289 0.098544 0.696490 0.704442 0.678182 0.065041 0.093289 0.000000 2.814457 2.812117 2.819844 0.064956 0.064576 0.065830 -0.001128 0.065041
3625000 290000.000000 395497 268558 126939 0.109710 0.107963 0.113406 0.678647 0.687597 0.659713 0.073311 0.107963 0.000000 2.919989 2.914435 2.931739 0.073257 0.072912 0.073987 -0.001198 0.073311
3687500 295000.000000 395491 264990 130501 0.114241 0.113395 0.115960 0.669751 0.678621 0.651740 0.075978 0.113395 0.000000 2.938278 2.943689 2.927291 0.076026 0.076505 0.075053 -0.000488 0.075978
3750000 300000.000000 396139 264160 131979 0.112718 0.111771 0.114613 0.668106 0.679067 0.646168 0.074533 0.111771 0.000000 2.972089 2.983501 2.949248 0.074626 0.075244 0.073391 -0.000681 0.074533
3812500 305000.000000 395371 270418 124953 0.106872 0.105169 0.110557 0.683517 0.695388 0.657825 0.071932 0.105169 0.000000 2.894247 2.899061 2.883829 0.071868 0.071966 0.071654 -0.001181 0.071932
3875000 310000.000000 395382 268675 126707 0.105618 0.101954 0.113387 0.679813 0.693960 0.649817 0.069281 0.101954 0.000000 2.881512 2.874530 2.896316 0.069391 0.068539 0.071197 -0.002409 0.069281
3937500 315000.000000 396169 272084 124085 0.115241 0.111972 0.122408 0.686178 0.703761 0.647623 0.076901 0.111972 0.000000 2.939677 2.940748 2.937328 0.076846 0.076820 0.076902 -0.002230 0.076901
4000000 320000.000000 396152 278884 117268 0.114727 0.111675 0.121985 0.703549 0.725713 0.650838 0.078617 0.111675 0.000000 3.000613 3.006094 2.987577 0.078594 0.079173 0.077218 -0.002122 0.078617
4062500 325000.000000 395657 274765 120892 0.107416 0.103905 0.115395 0.693341 0.718117 0.637029 0.072157 0.103905 0.000000 2.885716 2.891993 2.871449 0.072008 0.072375 0.071173 -0.002467 0.072157
4125000 330000.000000 395393 282013 113380 0.098993 0.096402 0.105436 0.712130 0.735268 0.654578 0.068758 0.096402 0.000000 2.895268 2.902307 2.877761 0.068668 0.069223 0.067289 -0.001827 0.068758
4187500 335000.000000 394474 285262 109212 0.089062 0.086715 0.095194 0.724095 0.744064 0.671936 0.062707 0.086715 0.000000 2.746067 2.752181 2.730098 0.062769 0.062988 0.062198 -0.001720 0.062707
4250000 340000.000000 394887 294454 100433 0.091848 0.090302 0.096382 0.745180 0.764048 0.689863 0.067335 0.090302 0.000000 2.823479 2.835585 2.787986 0.067246 0.067971 0.065118 -0.001198 0.067335
4312500 345000.000000 395531 300150 95381 0.103834 0.100949 0.112911 0.759619 0.777956 0.701917 0.076605 0.100949 0.000000 2.938407 2.933680 2.953281 0.076701 0.076390 0.077679 -0.002173 0.076605
4375000 350000.000000 394862 294727 100135 0.095823 0.092439 0.105783 0.745787 0.764046 0.692044 0.068997 0.092439 0.000000 2.851567 2.833837 2.903751 0.068970 0.068036 0.071719 -0.002494 0.068997
4437500 355000.000000 394388 288278 106110 0.087074 0.083400 0.097057 0.732185 0.749802 0.684322 0.060961 0.083400 0.000000 2.744499 2.726149 2.794353 0.061084 0.059898 0.064304 -0.002671 0.060961
4500000 360000.000000 394564 285222 109342 0.085854 0.083622 0.091675 0.722933 0.742152 0.672800 0.060449 0.083622 0.000000 2.747985 2.746331 2.752298 0.060433 0.060520 0.060207 -0.001633 0.060449
4562500 365000.000000 393989 283316 110673 0.083936 0.081551 0.090040 0.718298 0.739364 0.664370 0.058643 0.081551 0.000000 2.716869 2.713422 2.725694 0.058611 0.058703 0.058375 -0.001680 0.058643
4625000 370000.000000 392873 292433 100440 0.068550 0.067890 0.070473 0.744544 0.767972 0.676336 0.050533 0.067890 0.000000 2.577127 2.600821 2.508141 0.050561 0.051726 0.047171 -0.000477 0.050533
4687500 375000.000000 393482 324501 68981 0.068362 0.069134 0.064732 0.823746 0.845543 0.721206 0.057014 0.069134 0.000000 2.675460 2.715991 2.484791 0.056926 0.059014 0.047105 0.000614 0.057014
4750000 380000.000000 394330 345786 48544 0.065974 0.066227 0.064171 0.876859 0.889607 0.786053 0.058074 0.066227 0.000000 2.706812 2.725607 2.572931 0.058095 0.059151 0.050573 0.000245 0.058074
4812500 385000.000000 394858 362828 32030 0.069973 0.070065 0.068934 0.919129 0.924881 0.853980 0.064382 0.070065 0.000000 2.800505 2.808529 2.709621 0.064394 0.064884 0.058841 0.000079 0.064382
4875000 390000.000000 394829 366871 27958 0.063776 0.063740 0.064247 0.929218 0.933572 0.872082 0.059226 0.063740 0.000000 2.755953 2.759435 2.710261 0.059230 0.059460 0.056212 -0.000031 0.059226
4937500 395000.000000 394076 365447 28629 0.061541 0.061213 0.065735 0.927563 0.931612 0.875874 0.056766 0.061213 0.000000 2.711307 2.710840 2.717267 0.056761 0.056718 0.057313 -0.000322 0.056766
5000000 400000.000000 391888 363367 28521 0.055138 0.055267 0.053498 0.927537 0.931196 0.880920 0.051245 0.055267 0.000000 2.550288 2.556307 2.473602 0.051269 0.051570 0.047431 0.000126 0.051245
