Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
1625000 130000.000000 -0.338970 -0.087109 0.400947 0.024586 0.222471 0.004443
1687500 135000.000000 -0.361712 -0.087230 0.423051 0.027031 0.225497 0.004476
1750000 140000.000000 -0.393304 -0.087250 0.458013 0.030332 0.223403 0.004491
1812500 145000.000000 -0.416323 -0.087404 0.477572 0.034911 0.220626 0.004463
1875000 150000.000000 -0.435820 -0.087464 0.515729 0.042413 0.217374 0.004500
1937500 155000.000000 -0.471769 -0.087495 4813558.003252 -4813557.397889 0.220373 0.004543
2000000 160000.000000 -0.504760 -0.087409 4750179.073935 -4750178.340707 0.224950 0.004501
2062500 165000.000000 -0.517658 -0.087158 10365613.278111 -2963246.406931 0.221562 0.004484
2125000 170000.000000 -0.548988 -0.086870 35029348.157363 -32302110.966049 0.221222 0.004448
2187500 175000.000000 -0.573399 -0.086589 87157921.952813 -72684069.111278 0.219145 0.004503
2250000 180000.000000 -0.590823 -0.086416 87031977.999471 -86938340.257435 0.216632 0.004487
2312500 185000.000000 -0.610929 -0.086314 93448979.453852 -93329148.473923 0.212131 0.004488
2375000 190000.000000 -0.625970 -0.085785 124820783.933931 -104279451.049600 0.209199 0.004500
2437500 195000.000000 -0.647554 -0.084785 189369512.953285 -172093069.589323 0.208229 0.004498
2500000 200000.000000 -0.672188 -0.083377 336875041.011382 -296842514.659447 0.206760 0.004479
2562500 205000.000000 -0.682456 -0.081260 632542105.283569 -584379731.104342 0.205345 0.004505
2625000 210000.000000 -0.694335 -0.079389 784648342.368508 -746101174.796999 0.204312 0.004494
2687500 215000.000000 -0.707117 -0.077669 976996128.558126 -919667638.279018 0.201964 0.004535
2750000 220000.000000 -0.718259 -0.075379 1177280807.037085 -1116327978.554909 0.199030 0.004524
2812500 225000.000000 -0.732315 -0.073003 1374241207.958460 -1311531648.368171 0.195907 0.004544
2875000 230000.000000 -0.741238 -0.071088 1563858641.201759 -1506627380.529224 0.196124 0.004538
2937500 235000.000000 -0.758436 -0.068901 1640326643.098783 -1591196692.838353 0.193066 0.004515
3000000 240000.000000 -0.772298 -0.066503 1820104485.858720 -1781964862.199766 0.194147 0.004537
3062500 245000.000000 -0.786842 -0.064320 1950547866.501051 -1891981207.157741 0.195478 0.004572
3125000 250000.000000 -0.802517 -0.061781 2059918894.777787 -2002971442.332160 0.196539 0.004528
3187500 255000.000000 -0.824887 -0.058809 2236197976.911733 -2165280184.461272 0.202068 0.004571
3250000 260000.000000 -0.829774 -0.055484 2404899120.244639 -2332085445.766777 0.204717 0.004576
3312500 265000.000000 -0.829746 -0.052934 2495581123.105981 -2445872598.542577 0.207300 0.004571
3375000 270000.000000 -0.832969 -0.050029 2607002674.008416 -2546439518.986811 0.205650 0.004572
3437500 275000.000000 -0.838799 -0.046894 2823134278.205375 -2749320448.987403 0.205138 0.004562
3500000 280000.000000 -0.846356 -0.043830 2937933435.112601 -2866713597.059600 0.204025 0.004567
3562500 285000.000000 -0.845684 -0.040872 3025145531.841841 -2971984589.370712 0.202706 0.004540
3625000 290000.000000 -0.844590 -0.037558 3197707515.337927 -3143432791.138625 0.205966 0.004562
3687500 295000.000000 -0.848668 -0.034711 3346511914.067684 -3281214772.859049 0.206515 0.004570
3750000 300000.000000 -0.851184 -0.031492 3397992540.069419 -3345048092.536280 0.207222 0.004541
3812500 305000.000000 -0.850146 -0.029024 3474235362.146400 -3441114879.697704 0.209027 0.004537
3875000 310000.000000 -0.853585 -0.026459 3590628221.941897 -3535110631.371396 0.211689 0.004539
3937500 315000.000000 -0.854174 -0.024159 3684071210.820243 -3640548640.394238 0.212366 0.004530
4000000 320000.000000 -0.866998 -0.021088 3834539334.011237 -3764634421.303214 0.214881 0.004529
4062500 325000.000000 -0.878586 -0.018359 3954248663.780382 -3902635709.319712 0.215381 0.004478
4125000 330000.000000 -0.886206 -0.014213 4171866446.032080 -4086761040.573134 0.215713 0.004475
4187500 335000.000000 -0.892533 -0.011012 4295319658.372920 -4241945952.713025 0.217236 0.004460
4250000 340000.000000 -0.894085 -0.007021 4592280413.377860 -4517812439.028193 0.218420 0.004445
4312500 345000.000000 -0.903781 -0.003593 4756829030.173994 -4673813577.838504 0.218784 0.004456
4375000 350000.000000 -0.903285 -0.000270 4977130102.798157 -4913490196.769208 0.219067 0.004472
4437500 355000.000000 -0.904885 0.002834 5141152886.776007 -5079639760.206905 0.220694 0.004446
4500000 360000.000000 -0.912645 0.006006 5413732204.937045 -5335082666.421500 0.220092 0.004493
4562500 365000.000000 -0.919695 0.009672 5639757077.020926 -5556216867.146899 0.217168 0.004483
4625000 370000.000000 -0.919060 0.013477 5857575549.259357 -5781662831.981050 0.220266 0.004483
4687500 375000.000000 -0.923640 0.017834 6164121460.202599 -6077472228.100972 0.224688 0.004454
4750000 380000.000000 -0.930782 0.021479 6332591734.138844 -6256469266.622756 0.227570 0.004427
4812500 385000.000000 -0.925149 0.024774 6494609099.760087 -6401195917.461034 0.229011 0.004434
4875000 390000.000000 -0.926824 0.028202 6795046426.361345 -6715176377.089741 0.231360 0.004443
4937500 395000.000000 -0.935551 0.031486 6935867257.919088 -6866410462.970162 0.228199 0.004429
5000000 400000.000000 -0.940622 0.034508 7168324188.094180 -7089270493.862459 0.225472 0.004442
