Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
3812500 305000.000000 -0.273847 -0.097929 0.121229 0.032529 0.084728 0.006673
3875000 310000.000000 -0.255552 -0.098051 0.109067 0.033573 0.081035 0.006704
3937500 315000.000000 -0.244928 -0.098311 0.099729 0.034785 0.077472 0.006809
4000000 320000.000000 -0.198677 -0.098514 0.105046 0.035608 0.089698 0.006838
4062500 325000.000000 -0.177390 -0.098605 0.096147 0.036194 0.086883 0.006882
4125000 330000.000000 -0.125568 -0.098872 0.095752 0.036676 0.094654 0.006917
4187500 335000.000000 -0.123748 -0.099399 0.088256 0.037038 0.088866 0.006904
4250000 340000.000000 -0.113275 -0.100271 0.081545 0.037436 0.085026 0.006923
4312500 345000.000000 -0.105314 -0.101295 0.081042 0.037856 0.086621 0.006958
4375000 350000.000000 -0.090848 -0.102307 0.069059 0.038330 0.079163 0.007050
4437500 355000.000000 -0.083915 -0.103664 0.075034 0.038833 0.083901 0.007167
4500000 360000.000000 -0.083401 -0.104569 0.066721 0.039169 0.077143 0.007208
4562500 365000.000000 -0.086648 -0.105282 0.061371 0.039485 0.073240 0.007241
4625000 370000.000000 -0.088420 -0.106132 0.052464 0.039803 0.065968 0.007276
4687500 375000.000000 -0.074603 -0.107050 0.064933 0.040209 0.076739 0.007398
4750000 380000.000000 -0.072632 -0.108186 0.092584 0.040536 0.100716 0.007402
4812500 385000.000000 -0.068970 -0.109044 0.105232 0.040893 0.111313 0.007426
4875000 390000.000000 -0.069954 -0.109830 0.108852 0.041293 0.114356 0.007480
4937500 395000.000000 -0.079148 -0.110374 0.107442 0.041678 0.112214 0.007528
5000000 400000.000000 -0.087306 -0.110542 0.112693 0.041999 0.115499 0.007541
