Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
0 0.000000 0.000000 -0.000001 0.000000 0.000000 0.000000 0.000000
62500 5000.000000 -0.007311 -0.022883 0.025869 0.002878 0.025332 0.002415
125000 10000.000000 -0.036859 -0.029186 0.030703 0.003617 0.028932 0.002936
187500 15000.000000 -0.053517 -0.032507 0.044880 0.004223 0.041104 0.003331
250000 20000.000000 -0.060079 -0.035972 0.046502 0.004733 0.042081 0.003594
312500 25000.000000 -0.066649 -0.039455 0.053088 0.005139 0.047860 0.003702
375000 30000.000000 -0.070955 -0.042831 0.059451 0.005603 0.053545 0.003868
437500 35000.000000 -0.064342 -0.045601 0.065956 0.005958 0.059779 0.003948
500000 40000.000000 -0.065005 -0.048550 0.066775 0.006325 0.060889 0.004012
562500 45000.000000 -0.050272 -0.051395 0.065732 0.006742 0.060995 0.004111
625000 50000.000000 -0.047098 -0.054075 0.065694 0.007187 0.061279 0.004245
687500 55000.000000 -0.038609 -0.056449 0.081451 0.007546 0.076237 0.004295
750000 60000.000000 -0.035695 -0.058703 0.091925 0.007936 0.086098 0.004371
812500 65000.000000 -0.031689 -0.061241 0.086504 0.008352 0.081605 0.004413
875000 70000.000000 -0.035519 -0.064013 0.078820 0.008730 0.074412 0.004449
937500 75000.000000 -0.038791 -0.066267 0.092778 0.009115 0.086641 0.004489
1000000 80000.000000 -0.031832 -0.069204 0.094255 0.009601 0.088709 0.004527
1062500 85000.000000 -0.035603 -0.071940 0.095549 0.010113 0.089115 0.004621
1125000 90000.000000 -0.043349 -0.074130 0.084379 0.010506 0.078319 0.004668
1187500 95000.000000 -0.043330 -0.075763 0.080408 0.010821 0.074945 0.004693
1250000 100000.000000 -0.040556 -0.077779 0.088080 0.011193 0.082655 0.004745
1312500 105000.000000 -0.039120 -0.080461 0.080545 0.011605 0.076556 0.004737
1375000 110000.000000 -0.033559 -0.082815 0.074226 0.012115 0.071392 0.004863
1437500 115000.000000 -0.037698 -0.085154 0.068455 0.012566 0.065330 0.005007
1500000 120000.000000 -0.053972 -0.086925 0.090291 0.012906 0.082265 0.005042
1562500 125000.000000 -0.060117 -0.088817 0.094221 0.013315 0.084723 0.005115
1625000 130000.000000 -0.071200 -0.090100 0.093783 0.013595 0.083496 0.005129
1687500 135000.000000 -0.073881 -0.091011 0.086933 0.013922 0.078020 0.005200
1750000 140000.000000 -0.086189 -0.092026 0.089378 0.014310 0.079035 0.005282
1812500 145000.000000 -0.091372 -0.092863 0.092530 0.014677 0.081149 0.005343
1875000 150000.000000 -0.095659 -0.094189 0.084373 0.015051 0.074296 0.005407
1937500 155000.000000 -0.101702 -0.095108 0.090354 0.015437 0.078421 0.005482
2000000 160000.000000 -0.097332 -0.096200 0.085023 0.015819 0.074838 0.005549
2062500 165000.000000 -0.112804 -0.096853 0.098735 0.016119 0.083458 0.005565
2125000 170000.000000 -0.124141 -0.097354 0.104013 0.016387 0.086369 0.005533
2187500 175000.000000 -0.138940 -0.097402 0.098335 0.016795 0.080257 0.005640
2250000 180000.000000 -0.151121 -0.097470 0.095808 0.017051 0.077520 0.005622
2312500 185000.000000 -0.159119 -0.097549 0.117259 0.017422 0.092224 0.005672
2375000 190000.000000 -0.166410 -0.097390 0.140809 0.017798 0.109649 0.005702
2437500 195000.000000 -0.174384 -0.097426 0.142261 0.018242 0.109493 0.005739
2500000 200000.000000 -0.196825 -0.097439 0.160306 0.018733 0.118895 0.005768
2562500 205000.000000 -0.202251 -0.097491 0.155490 0.019245 0.114506 0.005787
2625000 210000.000000 -0.202612 -0.097483 0.152756 0.019723 0.112058 0.005792
2687500 215000.000000 -0.217625 -0.097499 0.149518 0.020284 0.107785 0.005843
2750000 220000.000000 -0.219413 -0.097634 0.131084 0.020781 0.095175 0.005851
2812500 225000.000000 -0.232555 -0.097584 0.134559 0.021327 0.095532 0.005907
2875000 230000.000000 -0.249100 -0.097702 0.136434 0.021816 0.094400 0.005877
2937500 235000.000000 -0.237419 -0.097681 0.141101 0.022401 0.102385 0.005919
3000000 240000.000000 -0.233415 -0.097664 0.152093 0.022924 0.112172 0.005933
3062500 245000.000000 -0.223094 -0.097683 0.160699 0.023547 0.119452 0.006006
3125000 250000.000000 -0.208724 -0.097614 0.168817 0.024184 0.126666 0.006080
3187500 255000.000000 -0.210318 -0.097603 0.174026 0.024822 0.129037 0.006137
3250000 260000.000000 -0.209997 -0.097716 0.156739 0.025429 0.117088 0.006166
3312500 265000.000000 -0.210403 -0.097870 0.140299 0.026061 0.105794 0.006224
3375000 270000.000000 -0.210317 -0.098067 0.133632 0.026709 0.102006 0.006312
3437500 275000.000000 -0.220176 -0.097942 0.137975 0.027278 0.101472 0.006381
3500000 280000.000000 -0.234791 -0.098009 0.150102 0.028013 0.105577 0.006429
3562500 285000.000000 -0.250628 -0.098033 0.149507 0.028797 0.101867 0.006442
3625000 290000.000000 -0.266142 -0.098027 0.140223 0.029707 0.093437 0.006497
3687500 295000.000000 -0.280398 -0.097959 0.126292 0.030620 0.084334 0.006564
3750000 300000.000000 -0.281157 -0.097875 0.128704 0.031519 0.087676 0.006635
