Timestep Time cumulativeSelectionP cumulativeTransmissionP cumulativeSelectionAltruism cumulativeTransmissionAltruism cumulativeSelectionProduct cumulativeTransmissionProduct
2375000 190000.000000 -0.493877 -0.070774 12722233.095785 -7789120.585471 0.175250 0.004567
2437500 195000.000000 -0.518437 -0.070242 87853042.331632 -71450026.680908 0.174945 0.004615
2500000 200000.000000 -0.538395 -0.069823 139999485.231457 -132312206.996104 0.176306 0.004617
2562500 205000.000000 -0.571344 -0.069347 210031245.913103 -203166927.773922 0.179645 0.004636
2625000 210000.000000 -0.638369 -0.068797 242123659.093043 -240235918.299849 0.205299 0.004626
2687500 215000.000000 -0.693544 -0.068308 223689235.898200 -215550950.815365 0.239472 0.004664
2750000 220000.000000 -0.731666 -0.067231 291311000.787031 -259910449.934066 0.246270 0.004720
2812500 225000.000000 -0.753454 -0.065755 505599017.983430 -460630854.876310 0.246098 0.004753
2875000 230000.000000 -0.771196 -0.063900 785536192.452525 -696715914.580152 0.241464 0.004748
2937500 235000.000000 -0.783259 -0.061142 1134339142.617027 -1073291567.643492 0.234622 0.004751
3000000 240000.000000 -0.793947 -0.058126 1379686869.666998 -1304235601.402776 0.228569 0.004782
3062500 245000.000000 -0.804115 -0.055419 1590754595.825446 -1515309127.918083 0.225259 0.004743
3125000 250000.000000 -0.814391 -0.051531 1959046205.507005 -1866048091.420907 0.227082 0.004761
3187500 255000.000000 -0.827846 -0.047567 2309398664.842247 -2201241577.922272 0.222676 0.004823
3250000 260000.000000 -0.831700 -0.043306 2620220120.254696 -2525326111.017450 0.227210 0.004852
3312500 265000.000000 -0.829636 -0.039743 2850819278.288775 -2778276869.785830 0.227351 0.004851
3375000 270000.000000 -0.838695 -0.036619 3082390675.823400 -3005175955.871729 0.224984 0.004838
3437500 275000.000000 -0.847779 -0.033028 3285207157.992667 -3229580546.632746 0.224854 0.004890
3500000 280000.000000 -0.854702 -0.029252 3493960939.468435 -3424536035.423255 0.232094 0.004884
3562500 285000.000000 -0.863268 -0.025349 3866836654.471994 -3788866550.300617 0.227734 0.004883
3625000 290000.000000 -0.869755 -0.021685 4129380999.451755 -4036716064.781928 0.224672 0.004870
3687500 295000.000000 -0.877082 -0.018014 4453725231.455505 -4364832512.503726 0.223220 0.004865
3750000 300000.000000 -0.881226 -0.014729 4696614484.312503 -4643936565.118523 0.221467 0.004825
3812500 305000.000000 -0.887846 -0.011626 4929444611.206181 -4848474636.006457 0.219157 0.004815
3875000 310000.000000 -0.887463 -0.007793 5195032373.648252 -5120352617.664418 0.216852 0.004823
3937500 315000.000000 -0.894044 -0.004599 5387927584.184779 -5335423268.142977 0.216673 0.004824
4000000 320000.000000 -0.899030 -0.001180 5612275319.868328 -5548569457.408217 0.215418 0.004867
4062500 325000.000000 -0.900567 0.002069 5815467797.731603 -5737427253.017219 0.212595 0.004829
4125000 330000.000000 -0.911403 0.005152 5988998639.623038 -5922935176.069022 0.213261 0.004837
4187500 335000.000000 -0.910473 0.009037 6247204499.459759 -6188358139.943776 0.213988 0.004822
4250000 340000.000000 -0.920684 0.012693 6458877194.786585 -6381190971.891710 0.216820 0.004834
4312500 345000.000000 -0.927028 0.016950 6777453439.806277 -6671271768.218795 0.218782 0.004823
4375000 350000.000000 -0.930515 0.020688 6977660511.752929 -6915115579.407537 0.215620 0.004825
4437500 355000.000000 -0.933762 0.025296 7253461564.584797 -7159087228.546098 0.219246 0.004835
4500000 360000.000000 -0.931650 0.029746 7636886763.431772 -7550217683.470695 0.220439 0.004843
4562500 365000.000000 -0.930767 0.032892 7862715705.735641 -7806158821.833200 0.223875 0.004844
4625000 370000.000000 -0.939501 0.036062 8090808195.778737 -8015925167.239106 0.222489 0.004820
4687500 375000.000000 -0.948265 0.039951 8342216695.635984 -8280723211.341165 0.224131 0.004807
4750000 380000.000000 -0.950187 0.043955 8566756215.388507 -8482407071.390418 0.227917 0.004792
4812500 385000.000000 -0.958205 0.047423 8755194459.921459 -8659514605.711086 0.227396 0.004749
4875000 390000.000000 -0.961032 0.051062 9076852395.589382 -9003768920.941927 0.225954 0.004725
4937500 395000.000000 -0.967495 0.054710 9354487906.281189 -9288381026.497795 0.226549 0.004760
5000000 400000.000000 -0.966210 0.057925 9565006088.850405 -9514412630.069906 0.227354 0.004791
